example_id                                                                        | status  | run_time        |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:9]      | passed  | 0.01317 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:10]     | passed  | 0.0218 seconds  |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:11]     | passed  | 0.01132 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:12]     | passed  | 0.01301 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:1:13]     | passed  | 0.01019 seconds |
./spec/views/catalog/work_record_sinai/guest_content_metadata_spec.rb[1:2:1]      | passed  | 0.01043 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:1]      | failed  | 0.00901 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:2]      | failed  | 0.00874 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:3]      | failed  | 0.00869 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:4]      | failed  | 0.0087 seconds  |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:5]      | failed  | 0.00957 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:6]      | failed  | 0.00818 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:7]      | failed  | 0.00857 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:1:8]      | failed  | 0.00834 seconds |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:2:1]      | passed  | 0.018 seconds   |
./spec/views/catalog/work_record_sinai/item_overview_metadata_spec.rb[1:3:1]      | passed  | 0.01177 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:1]              | failed  | 0.00762 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:2]              | failed  | 0.0082 seconds  |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:3]              | failed  | 0.0081 seconds  |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:1]            | failed  | 0.00835 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:2]            | failed  | 0.00807 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:3]            | failed  | 0.00939 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:4]            | failed  | 0.0122 seconds  |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:5]            | failed  | 0.00907 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:6]            | failed  | 0.00917 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:7]            | failed  | 0.00809 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:8]            | failed  | 0.00864 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:9]            | failed  | 0.00815 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:4:10]           | failed  | 0.00816 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:5:1]            | failed  | 0.00785 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:5:2]            | failed  | 0.00752 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:5:3]            | failed  | 0.00802 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:5:4]            | failed  | 0.00809 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:5:5]            | failed  | 0.00811 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:1:6:1]            | failed  | 0.00773 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:2:1]              | failed  | 0.00785 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:2:2]              | failed  | 0.00812 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:3:1]              | passed  | 0.01075 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:4:1]              | passed  | 0.00806 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:1]              | passed  | 0.01315 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:2:1]            | passed  | 0.00882 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:2:2]            | passed  | 0.00896 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:2:3]            | passed  | 0.00939 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:2:4]            | passed  | 0.00927 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:3:1]            | passed  | 0.00918 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:3:2]            | passed  | 0.0092 seconds  |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:3:3]            | passed  | 0.00889 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:3:4]            | passed  | 0.00916 seconds |
./spec/views/catalog/work_record_sinai/items_metadata_spec.rb[1:5:3:5]            | passed  | 0.01048 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:1] | passed  | 0.00932 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:2] | passed  | 0.00994 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:3] | passed  | 0.01036 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:4] | passed  | 0.00851 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:5] | passed  | 0.00864 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:6] | passed  | 0.00947 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:1:7] | passed  | 0.00888 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:2:1] | passed  | 0.00897 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:2:2] | passed  | 0.00913 seconds |
./spec/views/catalog/work_record_sinai/names_dates_places_metadata_spec.rb[1:3:1] | passed  | 0.01042 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:1]              | failed  | 0.00956 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:2]              | failed  | 0.00779 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:3]              | failed  | 0.00906 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:4]              | failed  | 0.00769 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:5]              | failed  | 0.00974 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:6]              | failed  | 0.00826 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:7]              | failed  | 0.01137 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:8]              | failed  | 0.0079 seconds  |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:1:9]              | failed  | 0.00747 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:2:1]              | failed  | 0.01115 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:2:2]              | failed  | 0.00764 seconds |
./spec/views/catalog/work_record_sinai/parts_metadata_spec.rb[1:3:1]              | passed  | 0.01027 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:1]         | passed  | 0.00857 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:2]         | passed  | 0.01295 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:3]         | passed  | 0.01172 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:4]         | passed  | 0.01551 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:5]         | passed  | 0.00958 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:6]         | passed  | 0.00978 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:7]         | passed  | 0.01207 seconds |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:1:8]         | passed  | 0.011 seconds   |
./spec/views/catalog/work_record_sinai/references_metadata_spec.rb[1:2:1]         | passed  | 0.00881 seconds |
./spec/views/catalog/work_record_sinai/undertexts_metadata_spec.rb[1:1:1]         | passed  | 0.01552 seconds |
./spec/views/catalog/work_record_sinai/undertexts_metadata_spec.rb[1:1:2]         | passed  | 0.00941 seconds |
./spec/views/catalog/work_record_sinai/undertexts_metadata_spec.rb[1:2:1]         | passed  | 0.01025 seconds |
./spec/views/catalog/work_record_sinai/undertexts_metadata_spec.rb[1:3:1]         | passed  | 0.00954 seconds |
./spec/views/catalog/work_record_sinai/undertexts_metadata_spec.rb[1:4:1]         | passed  | 0.00933 seconds |
